,gross,imdb,metascore,movie,votes,year
1494,88915214,6.5,28,The Ugly Truth,183952,2009
1495,71440011,7.0,70,"I Love You, Man",181547,2009
1496,124870275,7.0,66,Cloudy with a Chance of Meatballs,177605,2009
1497,42100625,6.6,83,Drag Me to Hell,172699,2009
1498,75286229,7.7,80,Coraline,171918,2009
1499,41596251,7.0,42,Orphan,169127,2009
1500,21002919,7.8,83,Fantastic Mr. Fox,168842,2009
1501,65452312,6.4,55,The Taking of Pelham 123,167555,2009
1502,6390014,8.2,80,The Secret in Their Eyes,164886,2009
1503,64167069,6.4,48,17 Again,161932,2009
1504,38577772,6.3,45,Surrogates,160736,2009
1505,177243721,5.9,42,Night at the Museum: Battle of the Smithsonian,152798,2009
1506,93953653,6.4,47,He's Just Not That Into You,145745,2009
1507,16025394,6.8,76,Adventureland,144072,2009
1508,43818839,6.7,42,The Lovely Bones,140524,2009
1509,45802315,6.6,44,Underworld: Rise of the Lycans,138083,2009
1510,37491364,7.4,74,Invictus,137380,2009
1511,7689607,6.8,65,The Imaginarium of Doctor Parnassus,135924,2009
1512,10330853,6.8,28,Pandorum,134025,2009
1513,60054530,5.8,54,Brüno,131015,2009
1514,198351526,6.5,56,Monsters vs. Aliens,130760,2009
1515,63414846,7.1,47,The Time Traveler's Wife,128592,2009
1516,13630226,6.2,41,Crank: High Voltage,127362,2009
1517,37017955,7.1,64,State of Play,123065,2009
1518,31743332,7.1,60,9,122537,2009
1519,20488579,5.8,27,Gamer,122414,2009
1520,12574715,7.3,85,An Education,120958,2009
1521,32416109,6.2,54,The Men Who Stare at Goats,119067,2009
1522,9190525,7.0,79,A Serious Man,116894,2009
1523,30101577,6.5,57,Daybreakers,114250,2009
1524,51855045,6.3,60,Funny People,107270,2009
1525,104400899,7.1,73,The Princess and the Frog,104207,2009
1526,18439082,6.4,58,The Invention of Lying,103855,2009
1527,16204793,5.2,47,Jennifer's Body,103065,2009
1528,397070,6.6,49,Antichrist,102003,2009
1529,28501651,7.1,58,Brothers,99847,2009
1530,7994115,7.4,58,Pirate Radio,99288,2009
1531,31806100,6.1,36,Push,98515,2009
1532,47395661,7.3,79,Precious,97692,2009
1533,9166863,7.6,77,A Single Man,96860,2009
1534,77233467,6.8,71,Where the Wild Things Are,94714,2009
1535,20819129,5.2,39,Paul Blart: Mall Cop,92867,2009
1536,94125426,7.0,66,Julie & Julia,91883,2009
1537,109205660,5.5,23,Couples Retreat,91795,2009
1538,58715510,5.5,24,Bride Wars,90968,2009
1539,27693292,6.0,30,Saw VI,89956,2009
1540,137855863,6.8,55,A Christmas Carol,86703,2009
1541,2084637,7.9,90,A Prophet,86209,2009
1542,16999046,5.7,66,Splice,85773,2009
1543,65002019,5.6,34,Friday the 13th,85755,2009
1544,66477700,5.2,30,The Final Destination,85749,2009
1545,2035566,6.6,65,I Love You Phillip Morris,85508,2009
1546,25450527,6.5,52,The International,85219,2009
1547,43337279,4.9,34,Year One,83412,2009
1548,15045676,5.6,47,The Box,83253,2009
1549,49200230,7.4,51,My Sister's Keeper,82929,2009
1550,9081782,7.2,66,The Girl Who Played with Fire,82159,2009
1551,1818681,7.2,55,Harry Brown,79259,2009
1552,112735375,6.6,57,It's Complicated,78059,2009
1553,39462438,7.3,83,Crazy Heart,77034,2009
1554,32721635,6.6,42,The Last House on the Left,76853,2009
1555,55250026,5.8,34,Ghosts of Girlfriends Past,75269,2009
1556,1697956,6.6,69,Bad Lieutenant: Port of Call New Orleans,69584,2009
1557,28573173,6.4,43,The Uninvited,69491,2009
1558,15281286,6.5,63,Youth in Revolt,69412,2009
1559,44277350,5.9,38,Confessions of a Shopaholic,69215,2009
1560,13248477,6.2,25,Case 39,68761,2009
1561,25464480,5.9,34,The Fourth Kind,68450,2009
1562,181467,4.4,33,The Human Centipede (First Sequence),65609,2009
1563,5306447,7.2,45,Whatever Works,65580,2009
1564,9353573,2.6,45,Dragonball: Evolution,63851,2009
1565,3074838,6.3,48,Chloe,63239,2009
1566,38105077,6.4,34,Ninja Assassin,63013,2009
1567,15483540,6.5,63,A Perfect Getaway,62282,2009
1568,110248,7.3,73,Kynodontas,62120,2009
1569,27766,6.5,52,[Rec] 2,62002,2009
1570,2222647,7.8,82,The White Ribbon,60843,2009
1571,5188972,7.3,60,The Girl Who Kicked the Hornet's Nest,60182,2009
1572,13043363,6.9,68,Whip It,60173,2009
1573,617840,7.2,55,Agora,59670,2009
1574,41709,6.3,61,Dead Snow,59583,2009
1575,49438370,5.4,32,Land of the Lost,58812,2009
1576,33313582,6.5,66,The Informant!,58228,2009
1577,10269307,6.3,24,The Boondock Saints II: All Saints Day,57352,2009
1578,336467,7.3,69,Enter the Void,56696,2009
1579,27154426,6.7,43,Brooklyn's Finest,56662,2009
1580,23993605,5.8,54,Observe and Report,55978,2009
1581,55389516,5.9,33,The Haunting in Connecticut,55056,2009
1582,8855646,7.1,47,Everybody's Fine,54905,2009
1583,373060,7.3,81,Fish Tank,53491,2009
1584,688529,6.6,45,Fanboys,53358,2009
1585,11001272,7.3,64,The Young Victoria,52143,2009
1586,7706394,6.4,29,The Collector,50534,2009
1587,17546,6.0,61,Valhalla Rising,50041,2009
1588,2384044,7.5,83,In the Loop,49601,2009
1589,51545952,5.5,51,My Bloody Valentine,49432,2009
1590,67172594,5.7,52,Race to Witch Mountain,49372,2009
1591,9451946,7.1,58,Away We Go,48938,2009
1592,31670931,6.7,61,The Soloist,47619,2009
1593,42086887,6.1,39,Planet 51,45902,2009
1594,42670410,4.8,30,The Unborn,45876,2009
1595,40572825,6.2,69,Duplicity,44446,2009
1596,869730,8.5,84,The Cove,44236,2009
1597,10814185,6.2,61,Extract,41858,2009
1598,33392973,4.9,35,Halloween II,41842,2009
1599,228477,7.4,65,Black Dynamite,41055,2009
1600,36039,6.5,64,District 13: Ultimatum,40328,2009
1601,19664021,5.8,49,Nine,40174,2009
1602,17231291,6.2,31,Fired Up!,39985,2009
1603,13838130,5.9,43,Cirque du Freak: The Vampire's Assistant,39368,2009
1604,14359793,7.4,61,Capitalism: A Love Story,38927,2009
1605,35922978,5.6,36,The Pink Panther 2,37812,2009
1606,119436770,5.1,41,G-Force,37619,2009
1607,219614612,4.5,41,Alvin and the Chipmunks: The Squeakquel,37271,2009
1608,449558,7.6,81,The Damned United,36987,2009
1609,36842118,6.7,60,Notorious,36912,2009
1610,33860010,4.8,17,All About Steve,36463,2009
1611,1474508,6.5,55,The Joneses,36187,2009
1612,296441,7.2,73,Thirst,36138,2009
1613,79566871,4.3,47,Hannah Montana: The Movie,35693,2009
1614,72091016,7.3,67,This Is It,35665,2009
1615,249590,5.9,43,Spread,35505,2009
1616,6109075,6.7,65,Coco Before Chanel,35485,2009
1617,106662,8.1,87,Darbareye Elly,35476,2009
1618,100659,6.4,73,The House of the Devil,35299,2009
1619,547292,7.8,79,Mother,34991,2009
1620,221210,6.9,69,World's Greatest Dad,34826,2009
1621,5014305,7.2,76,Broken Embraces,34784,2009
1622,723714,6.6,60,Middle Men,34680,2009
1623,108229,5.9,36,After.Life,33797,2009
1624,49492060,5.4,19,Old Dogs,33769,2009
1625,44462,6.8,57,Defendor,33652,2009
1626,29580087,4.8,27,Did You Hear About the Morgans?,33190,2009
1627,274385,7.3,76,Soul Kitchen,32955,2009
1628,1445366,7.2,67,Nowhere Boy,32032,2009
1629,66637,7.1,77,The Messenger,31836,2009
1630,2277396,7.2,56,Adam,31794,2009
1631,14793904,5.3,32,"I Love You, Beth Cooper",31214,2009
1632,23036320,5.6,61,Fighting,30107,2009
1633,19548064,6.3,53,Astro Boy,29298,2009
1634,6670712,7.4,66,City Island,28886,2009
1635,2534351,7.6,77,Sin Nombre,28768,2009
1636,22927390,5.6,33,Love Happens,28086,2009
1637,15988876,5.7,50,Armored,28065,2009
1638,686383,7.7,81,The Secret of Kells,27192,2009
1639,1260917,7.2,62,Mic Macs à Tire-Larigot,26973,2009
1640,29062561,5.6,33,The Stepfather,26625,2009
1641,7443007,6.7,55,Taking Woodstock,26593,2009
1642,11956207,5.1,24,Sorority Row,26270,2009
1643,68261644,4.9,25,Obsessed,25936,2009
1644,68009,6.5,58,Leaves of Grass,25308,2009
1645,12232937,5.6,38,12 Rounds,25247,2009
1646,4444637,7.0,81,Bright Star,23457,2009
1647,166980,6.7,65,The Disappearance of Alice Creed,22926,2009
1648,454149,6.8,38,Crossing Over,21315,2009
1649,8742261,3.7,17,Street Fighter: The Legend of Chun-Li,21292,2009
1650,78182,7.5,63,Summer Wars,21284,2009
1651,9176553,7.1,77,Get Low,20513,2009
1652,16734283,5.6,29,New in Town,19709,2009
1653,4542775,5.0,7,Miss March,19705,2009
1654,15102127,5.8,39,"The Goods: Live Hard, Sell Hard",19074,2009
1655,73034460,5.4,51,Hotel for Dogs,18969,2009
1656,101740,4.9,43,Survival of the Dead,18940,2009
1657,25200412,5.4,42,Aliens in the Attic,18872,2009
1658,548934,6.8,65,Ondine,18516,2009
1659,500154,5.8,26,Echelon Conspiracy,17911,2009
1660,425025,6.3,41,The Limits of Control,17689,2009
1661,17595,6.7,54,Cracks,17538,2009
1662,189332,6.7,40,Shrink,17442,2009
1663,5005465,7.1,79,Io sono l'amore,17437,2009
1664,20585,6.4,37,The Other Woman,17235,2009
1665,19161363,2.1,45,Jonas Brothers: The 3D Concert Experience,17149,2009
1666,15388,6.6,37,Paper Man,17000,2009
1667,8662318,5.9,34,My Life in Ruins,16838,2009
1668,6616974,7.0,76,The Last Station,16570,2009
1669,657194,7.6,60,Le concert,16282,2009
1670,22455510,5.0,39,Fame,15132,2009
1671,695417,5.5,66,The Girlfriend Experience,14881,2009
1672,4360548,6.4,69,Solitary Man,14544,2009
1673,55804,7.2,66,Looking for Eric,14460,2009
1674,257412,5.3,28,Blood: The Last Vampire,13805,2009
1675,5205343,6.4,66,Bandslam,12915,2009
1676,6373693,5.3,35,Post Grad,12828,2009
1677,17365,4.5,19,Bitch Slap,12802,2009
1678,340611,6.7,51,Creation,12691,2009
1679,41588,6.5,40,The Slammin' Salmon,11966,2009
1680,16088610,5.6,54,Imagine That,11950,2009
1681,518522,6.9,65,Tetro,11627,2009
1682,32409,5.9,35,Beyond a Reasonable Doubt,11525,2009
1683,13217,6.7,62,Five Minutes of Heaven,11458,2009
1684,87353,6.9,58,OSS 117: Lost in Rio,11167,2009
1685,14241034,5.8,37,Amelia,11056,2009
1686,25615792,3.5,40,Dance Flick,10850,2009
1687,1110286,7.2,64,Mother and Child,10703,2009
1688,44348,7.4,54,Desert Flower,10684,2009
1689,90485233,4.3,50,Madea Goes to Jail,10549,2009
1690,367798,6.9,85,Lebanon,10293,2009
1691,199228,7.2,30,Father,10248,2009
1692,113155,6.2,28,Gentlemen Broncos,10067,2009
1693,2708188,6.2,63,Chéri,9694,2009
1694,10017041,5.8,46,Next Day Air,9687,2009
1695,809752,6.9,57,The Boys Are Back,9455,2009
1696,2033,6.0,58,Heartless,9406,2009
1697,119922,7.7,85,Nanjing! Nanjing!,9330,2009
1698,981866,6.8,35,New York,9283,2009
1699,903148,6.5,69,Cold Souls,9098,2009
1700,8530,6.9,51,Mammoth,9059,2009
1701,51733921,4.3,55,I Can Do Bad All by Myself,8931,2009
1702,100503,5.9,47,The Good Guy,8572,2009
1703,355492,7.1,58,Luck by Chance,8570,2009
1704,234422,6.7,70,Big Fan,8473,2009
1705,19422319,7.8,75,Océans,8387,2009
1706,77126,6.8,42,Mystery Team,8254,2009
1707,238632,7.7,55,The Doors: When You're Strange,8203,2009
1708,115862,6.7,45,The Greatest,8164,2009
1709,1425993,5.3,26,I Hope They Serve Beer in Hell,7873,2009
1710,2475970,6.6,62,My One and Only,7855,2009
1711,1269361,6.0,54,Paper Heart,7703,2009
1712,10060,4.7,17,I Hate Valentine's Day,7651,2009
1713,25137,5.4,36,Serious Moonlight,7295,2009
1714,6174,5.2,52,Grace,7229,2009
1715,103194,7.3,61,Best Worst Movie,6935,2009
1716,52476,6.3,73,Cropsey,6876,2009
1717,3820700,7.0,69,The September Issue,6843,2009
1718,921738,4.0,44,Chandni Chowk to China,6824,2009
1719,4806750,7.3,55,Mao's Last Dancer,6788,2009
1720,165349,7.5,70,Panique au village,6675,2009
1721,13461,7.6,61,Welcome,6611,2009
1722,79848,7.2,71,Kasi az gorbehaye irani khabar nadareh,6306,2009
1723,46964,7.8,71,Collapse,6274,2009
1724,278821,6.4,69,Life During Wartime,6238,2009
1725,10376,6.7,68,La teta asustada,6102,2009
1726,879913,6.0,45,Delhi-6,6085,2009
1727,20916309,4.8,53,Shorts,6037,2009
1728,25589,6.4,44,The Answer Man,6000,2009
1729,1602045,6.7,67,Cairo Time,5855,2009
1730,828,6.4,47,Perrier's Bounty,5840,2009
1731,1724882,6.4,56,Coco Chanel & Igor Stravinsky,5706,2009
1732,302819,7.0,81,White Material,5705,2009
1733,67255,7.2,57,John Rabe,5626,2009
1734,24708,7.3,70,Einayim Petukhoth,5576,2009
1735,621240,7.4,82,Ajami,5554,2009
1736,400654,6.6,57,Today's Special,5549,2009
1737,549530,7.3,82,The Maid,5173,2009
1738,4157104,6.9,72,Good Hair,5135,2009
1739,3773863,7.1,19,To Save a Life,5101,2009
1740,406943,6.0,74,Humpday,5059,2009
1741,7306,6.2,34,Stolen,5047,2009
1742,615278,6.9,85,Vincere,4858,2009
1743,189506,7.6,71,The Yes Men Fix the World,4786,2009
1744,90275,7.8,55,American: The Bill Hicks Story,4504,2009
1745,178174,7.2,71,Winnebago Man,4326,2009
1746,48298,7.0,81,"Police, Adjective",4263,2009
1747,92900,4.6,34,Motherhood,4038,2009
1748,19959,6.9,40,The Good Heart,3942,2009
1749,8500000,5.4,21,Homecoming,3910,2009
1750,6223,5.8,31,The Skeptic,3734,2009
1751,174694,6.3,56,Partir,3685,2009
1752,403649,6.3,65,Les herbes folles,3400,2009
1753,104526,5.7,48,Alien Trespass,3393,2009
1754,1314,6.8,67,London River,3390,2009
1755,1510893,6.7,72,La doppia ora,3342,2009
1756,622164,7.1,73,Amreeka,3253,2009
1757,19348,5.5,47,The Open Road,3182,2009
1758,285848,7.7,86,Gui tu lie che,3159,2009
1759,27935,5.6,44,Brief Interviews with Hideous Men,3135,2009
1760,9609,6.5,68,Down Terrace,3127,2009
1761,101343,6.7,71,Alle Anderen,3090,2009
1762,292576195,8.8,74,Inception,1749387,2010
1763,128012934,8.1,63,Shutter Island,955681,2010
1764,415004880,8.3,92,Toy Story 3,650092,2010
1765,106954678,8.0,79,Black Swan,624903,2010
1766,312433331,7.0,57,Iron Man 2,615307,2010
1767,217581231,8.1,74,How to Train Your Dragon,579680,2010
1768,138797449,8.0,88,The King's Speech,572620,2010
1769,96962694,7.7,95,The Social Network,550076,2010
1770,48071303,7.6,66,Kick-Ass,483913,2010
1771,251513985,7.7,72,Despicable Me,445261,2010
1772,295983305,7.7,65,Harry Potter and the Deathly Hallows: Part 1,398982,2010
1773,200821936,7.8,71,Tangled,347479,2010
1774,334191110,6.5,53,Alice in Wonderland,346295,2010
1775,31494270,7.5,69,Scott Pilgrim vs. the World,323281,2010
1776,58401464,7.1,72,Easy A,318054,2010
1777,18335230,7.6,82,127 Hours,313574,2010
1778,92186262,7.6,74,The Town,312993,2010
1779,93617009,7.8,79,The Fighter,307071,2010
1780,103068524,6.5,45,The Expendables,299604,2010
1781,100539043,6.6,51,Due Date,296630,2010
1782,172062763,6.8,49,Tron,288771,2010
1783,171243005,7.6,80,True Grit,272430,2010
1784,118311368,6.4,65,Salt,270468,2010
1785,90380162,7.1,60,RED,264652,2010
1786,94835059,6.9,53,The Book of Eli,260046,2010
1787,163214888,5.8,39,Clash of the Titans,249990,2010
1788,90759676,6.6,50,Prince of Persia: The Sands of Time,247342,2010
1789,54009150,6.8,52,Insidious,242275,2010
1790,105269730,6.7,53,Robin Hood,233304,2010
1791,77222099,6.8,47,The A-Team,230156,2010
1792,119219978,6.7,64,The Other Guys,214082,2010
1793,300531751,5.0,58,The Twilight Saga: Eclipse,204331,2010
1794,162001186,6.0,30,Grown Ups,203610,2010
1795,67631157,6.0,37,The Tourist,199856,2010
1796,148415853,7.3,63,Megamind,199253,2010
1797,52000688,6.4,51,Predators,192596,2010
1798,26593646,6.6,60,Machete,178450,2010
1799,81562942,6.8,69,Unstoppable,167641,2010
1800,76423035,6.3,46,Knight and Day,165192,2010
1801,9737892,7.4,81,Blue Valentine,164065,2010
1802,21148651,7.4,52,The Next Three Days,162351,2010
1803,32367005,6.7,55,Love & Other Drugs,162021,2010
1804,88761720,5.9,47,Percy Jackson & the Olympians: The Lightning Thief,159988,2010
1805,238371987,6.3,58,Shrek Forever After,159495,2010
1806,60974475,6.4,65,Get Him to the Greek,158314,2010
1807,50287556,6.4,63,Hot Tub Time Machine,150277,2010
1808,292576195,8.8,74,Inception,1749387,2010
1809,128012934,8.1,63,Shutter Island,955681,2010
1810,415004880,8.3,92,Toy Story 3,650092,2010
1811,106954678,8.0,79,Black Swan,624903,2010
1812,312433331,7.0,57,Iron Man 2,615307,2010
1813,217581231,8.1,74,How to Train Your Dragon,579680,2010
1814,138797449,8.0,88,The King's Speech,572620,2010
1815,96962694,7.7,95,The Social Network,550076,2010
1816,48071303,7.6,66,Kick-Ass,483913,2010
1817,251513985,7.7,72,Despicable Me,445261,2010
1818,295983305,7.7,65,Harry Potter and the Deathly Hallows: Part 1,398982,2010
1819,200821936,7.8,71,Tangled,347479,2010
1820,334191110,6.5,53,Alice in Wonderland,346295,2010
1821,31494270,7.5,69,Scott Pilgrim vs. the World,323281,2010
1822,58401464,7.1,72,Easy A,318054,2010
1823,18335230,7.6,82,127 Hours,313574,2010
1824,92186262,7.6,74,The Town,312993,2010
1825,93617009,7.8,79,The Fighter,307071,2010
1826,103068524,6.5,45,The Expendables,299604,2010
1827,100539043,6.6,51,Due Date,296630,2010
1828,172062763,6.8,49,Tron,288771,2010
1829,171243005,7.6,80,True Grit,272430,2010
1830,118311368,6.4,65,Salt,270468,2010
1831,90380162,7.1,60,RED,264652,2010
1832,94835059,6.9,53,The Book of Eli,260046,2010
1833,163214888,5.8,39,Clash of the Titans,249990,2010
1834,90759676,6.6,50,Prince of Persia: The Sands of Time,247342,2010
1835,54009150,6.8,52,Insidious,242275,2010
1836,105269730,6.7,53,Robin Hood,233304,2010
1837,77222099,6.8,47,The A-Team,230156,2010
1838,119219978,6.7,64,The Other Guys,214082,2010
1839,300531751,5.0,58,The Twilight Saga: Eclipse,204331,2010
1840,162001186,6.0,30,Grown Ups,203610,2010
1841,67631157,6.0,37,The Tourist,199856,2010
1842,148415853,7.3,63,Megamind,199253,2010
1843,52000688,6.4,51,Predators,192596,2010
1844,26593646,6.6,60,Machete,178450,2010
1845,81562942,6.8,69,Unstoppable,167641,2010
1846,76423035,6.3,46,Knight and Day,165192,2010
1847,9737892,7.4,81,Blue Valentine,164065,2010
1848,21148651,7.4,52,The Next Three Days,162351,2010
1849,32367005,6.7,55,Love & Other Drugs,162021,2010
1850,88761720,5.9,47,Percy Jackson & the Olympians: The Lightning Thief,159988,2010
1851,238371987,6.3,58,Shrek Forever After,159495,2010
1852,60974475,6.4,65,Get Him to the Greek,158314,2010
1853,50287556,6.4,63,Hot Tub Time Machine,150277,2010
1854,60128566,5.9,37,Resident Evil: Afterlife,149149,2010
1855,223838,7.6,65,Tucker and Dale vs Evil,148590,2010
1856,15541549,7.2,77,The Ghost Writer,145164,2010
1857,98711404,6.3,56,Date Night,140770,2010
1858,176591618,6.2,61,The Karate Kid,140750,2010
1859,63150991,6.1,46,The Sorcerer's Apprentice,139670,2010
1860,1028658,7.0,65,Buried,134861,2010
1861,131564731,4.1,20,The Last Airbender,133367,2010
1862,2434652,7.2,69,Never Let Me Go,126315,2010
1863,19068240,7.1,40,Remember Me,126257,2010
1864,6531503,7.2,90,Winter's Bone,123748,2010
1865,104386950,6.3,53,The Chronicles of Narnia: The Voyage of the Dawn Treader,123188,2010
1866,80014842,6.3,43,Dear John,123133,2010
1867,6350058,7.1,63,It's Kind of a Funny Story,122072,2010
1868,35053660,6.8,63,Green Zone,119899,2010
1869,20811365,7.0,86,The Kids Are All Right,118733,2010
1870,33583175,6.2,44,Devil,118585,2010
1871,6857096,8.2,80,Incendies,114822,2010
1872,31584722,6.4,46,She's Out of My League,112506,2010
1873,53374681,6.6,39,Life as We Know It,108973,2010
1874,67061228,5.5,22,The Bounty Hunter,108785,2010
1875,23979741,6.5,42,From Paris with Love,105085,2010
1876,110485654,5.7,34,Valentine's Day,104102,2010
1877,12134420,7.1,79,Let Me In,103945,2010
1878,39123589,6.5,55,The Crazies,102071,2010
1879,2701859,7.3,66,The Way Back,99167,2010
1880,148383780,5.5,27,Little Fockers,96096,2010
1881,61979680,5.8,43,The Wolfman,95780,2010
1882,13794835,6.3,32,Repo Men,94115,2010
1883,52474616,6.2,59,Wall Street: Money Never Sleeps,91475,2010
1884,84752907,5.7,53,Paranormal Activity 2,90752,2010
1885,40168080,5.2,32,Legion,89463,2010
1886,128392,7.8,67,I Saw the Devil,88968,2010
1887,23240020,6.5,44,Faster,88950,2010
1888,73026337,5.9,56,Dinner for Schmucks,88668,2010
1889,27758465,6.1,52,The Switch,87881,2010
1890,4018695,8.0,50,My Name Is Khan,87097,2010
1891,32746941,6.5,56,Hereafter,85830,2010
1892,35606376,6.3,61,The American,85383,2010
1893,53032453,6.6,50,Letters to Juliet,83767,2010
1894,205675,7.6,67,Ip Man 2,83350,2010
1895,63075011,5.2,35,A Nightmare on Elm Street,83129,2010
1896,237301,6.4,63,Monsters,82899,2010
1897,43313890,6.6,55,Edge of Darkness,82771,2010
1898,25918920,6.5,33,Leap Year,82450,2010
1899,21371425,4.4,26,Skyline,82364,2010
1900,5790894,7.2,81,Beginners,82093,2010
1901,23580735,6.4,44,The Losers,81152,2010
1902,45710178,5.6,24,Saw 3D: The Final Chapter,80524,2010
1903,44875481,5.6,31,Cop Out,80131,2010
1904,47059963,5.4,21,Killers,79961,2010
1905,25003155,5.5,53,Piranha 3D,79558,2010
1906,5101237,7.5,58,Biutiful,78098,2010
1907,466702,7.3,76,Submarine,77541,2010
1908,80574010,5.7,50,Eat Pray Love,74081,2010
1909,100119,8.1,71,Elite Squad: The Enemy Within,73305,2010
1910,1752214,7.7,45,Flipped,72304,2010
1911,55675313,7.0,53,Legend of the Guardians: The Owls of Ga'Hoole,72085,2010
1912,122288,6.4,62,Centurion,71915,2010
1913,62950384,5.9,33,The Last Song,70867,2010
1914,322157,6.8,50,Super,68924,2010
1915,39440655,6.4,47,Burlesque,68538,2010
1916,95347692,4.4,27,Sex and the City 2,66771,2010
1917,93051,6.3,27,I Spit on Your Grave,65575,2010
1918,31011732,6.5,57,Morning Glory,65087,2010
1919,19202743,7.6,80,The Secret World of Arrietty,64950,2010
1920,304137,7.3,68,Four Lions,64243,2010
1921,4312735,8.3,88,Inside Job,63692,2010
1922,252652,7.0,61,Trollhunter,61654,2010
1923,243390,6.2,43,Frozen,60367,2010
1924,31177548,6.9,65,The Debt,59738,2010
1925,42779261,4.9,33,Gulliver's Travels,59087,2010
1926,3291250,8.0,85,Exit Through the Gift Shop,57159,2010
1927,802524,7.6,84,Jûsan-nin no shikaku,56873,2010
1928,32669555,5.6,25,When in Rome,55969,2010
1929,17804299,6.3,51,Going the Distance,53675,2010
